,state,death,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,negative,negativeIncrease,positive,positiveCasesViral,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease,totalTestsPeopleViralIncrease,totalTestsViralIncrease
1262,NC,3934.0,5,1129.0,0,3371230.0,32383,246028.0,237805.0,2303,206471.0,3617258.0,34686,0,34591
1263,ND,301.0,0,210.0,11,238577.0,1166,31978.0,31978.0,717,25922.0,733088.0,6901,1883,7314
1264,NE,548.0,1,320.0,3,481793.0,3160,57334.0,57334.0,620,38629.0,791630.0,7195,3781,7195
1265,NH,467.0,1,17.0,0,303670.0,1680,9694.0,9694.0,69,8256.0,538613.0,15272,1749,15272
1266,NJ,16211.0,7,732.0,0,3918858.0,1800,220013.0,220013.0,1275,35889.0,4138871.0,3075,0,1800
1267,NM,929.0,1,173.0,50,1010384.0,10303,36343.0,36343.0,573,19853.0,1046727.0,10876,0,10876
1268,NV,1710.0,3,503.0,0,669247.0,3665,90261.0,90261.0,609,2326.0,1154653.0,4230,4274,0
1269,NY,25644.0,7,913.0,0,12415885.0,127373,484281.0,484281.0,1390,78362.0,12900166.0,128763,0,0
1270,OH,5067.0,0,1097.0,52,3718862.0,44688,181787.0,171245.0,1562,150167.0,3900649.0,46250,0,46122
1271,OK,1171.0,3,792.0,28,1327532.0,0,107299.0,107299.0,796,91643.0,1434831.0,796,0,0
1272,OR,620.0,0,190.0,0,745572.0,3245,39532.0,36971.0,216,5870.0,785104.0,3461,0,0
1273,PA,8492.0,26,841.0,0,2132651.0,12801,182212.0,175048.0,1269,144754.0,2314863.0,14070,13999,0
1274,PR,766.0,5,292.0,0,305972.0,0,28711.0,28711.0,418,25870.0,334683.0,418,0,0
1275,RI,1158.0,0,124.0,11,369962.0,3166,28262.0,28262.0,284,2546.0,974984.0,13977,3450,0
1276,SC,3650.0,13,716.0,22,1437273.0,15436,163990.0,157394.0,776,82119.0,1601263.0,16212,0,16175
1277,SD,323.0,8,300.0,42,197778.0,1185,33269.0,32339.0,658,24934.0,231047.0,1843,1843,4422
1278,TN,2909.0,6,1105.0,22,3112075.0,33081,228744.0,217412.0,2605,204726.0,3340819.0,35686,0,35431
1279,TX,17014.0,30,4226.0,0,6503140.0,49467,823779.0,823779.0,3216,726231.0,7326919.0,52683,0,52683
1280,UT,543.0,3,307.0,46,853851.0,5904,94394.0,94394.0,1097,70166.0,1252983.0,9579,7205,9579
1281,VA,3433.0,11,972.0,17,2230940.0,19628,166138.0,155838.0,900,19034.0,2386778.0,20398,0,0
1283,VT,58.0,0,2.0,0,176523.0,1116,1937.0,1937.0,11,1689.0,355657.0,5301,1127,5301
1285,WI,1588.0,0,1090.0,0,1590569.0,0,175227.0,166186.0,0,130231.0,2875130.0,26894,0,0
1286,WV,399.0,0,173.0,0,660791.0,8231,20081.0,19142.0,280,14742.0,680872.0,8511,0,8470
1287,WY,57.0,0,51.0,2,108754.0,0,9025.0,7673.0,209,6627.0,117779.0,209,0,0
1288,AK,67.0,1,68.0,0,518708.0,7620,11792.0,11792.0,216,6448.0,530500.0,7836,0,7836
1289,AL,2788.0,2,823.0,0,1098099.0,6641,171662.0,150696.0,1288,74238.0,1248795.0,7613,0,7613
1290,AR,1684.0,19,573.0,35,1114815.0,9034,98422.0,92827.0,883,87920.0,1207642.0,9744,0,9744
1292,AZ,5824.0,18,757.0,127,1395439.0,10458,230407.0,225264.0,921,38193.0,1620703.0,11323,11323,0
1294,CO,2042.0,13,434.0,42,982254.0,8065,83230.0,77577.0,1312,7087.0,1646557.0,21030,9265,0
1295,CT,4542.0,0,184.0,0,1904803.0,0,62830.0,60309.0,0,9651.0,1967633.0,0,0,0
1297,DE,664.0,2,101.0,0,301527.0,3109,22942.0,21849.0,218,11928.0,501473.0,6058,3327,0
1300,GU,64.0,1,67.0,0,55063.0,479,3617.0,3606.0,79,2297.0,58680.0,558,558,0
1301,HI,185.0,1,100.0,10,295153.0,0,14047.0,13853.0,85,10947.0,469684.0,3654,0,0
1302,IA,1527.0,4,461.0,0,726781.0,3952,101103.0,101103.0,1157,81502.0,827884.0,5109,5119,0
1303,ID,523.0,6,221.0,37,302432.0,2070,51704.0,46086.0,1094,25457.0,348518.0,2933,2933,4943
1307,KY,1312.0,12,691.0,47,1600733.0,19810,86797.0,73915.0,1291,17155.0,1674648.0,20801,0,20801
1308,LA,5727.0,0,557.0,0,2387926.0,0,177726.0,174638.0,0,161792.0,2565652.0,0,0,0
1309,MA,9723.0,21,500.0,19,2359142.0,11845,142930.0,139903.0,584,118892.0,5088797.0,75834,12395,75834
1310,MD,4036.0,4,422.0,64,1659777.0,11649,135127.0,135127.0,798,7880.0,3049634.0,36527,12447,36527
1311,ME,146.0,1,11.0,1,527776.0,0,5913.0,5283.0,48,5112.0,533689.0,48,0,0
1312,MI,7317.0,0,1000.0,0,4111638.0,45347,159119.0,143106.0,0,109539.0,4270757.0,45347,0,0
1313,MN,2217.0,5,484.0,83,1540533.0,12974,121090.0,120818.0,1694,106774.0,2458271.0,27720,14647,0
1316,MS,3171.0,11,609.0,0,729544.0,0,110006.0,98475.0,751,94165.0,839550.0,751,0,0
1317,MT,240.0,5,324.0,15,405895.0,2028,22233.0,22233.0,638,13395.0,428128.0,2666,0,2666
1318,NC,3929.0,19,1140.0,0,3338847.0,40739,243725.0,235597.0,2102,206471.0,3582572.0,42841,0,42604
1319,ND,301.0,0,217.0,21,237411.0,1065,31261.0,31261.0,744,25492.0,726187.0,7170,1809,7530
1320,NE,547.0,12,322.0,16,478633.0,4795,56714.0,56714.0,1286,38083.0,784435.0,13928,6080,13928
1321,NH,466.0,1,18.0,0,301990.0,5689,9625.0,9625.0,111,8222.0,523341.0,1,5800,1
1322,NJ,16204.0,2,759.0,0,3917058.0,33463,218738.0,218738.0,934,35812.0,4135796.0,34397,0,34397
1323,NM,928.0,6,168.0,42,1000081.0,7647,35770.0,35770.0,812,19613.0,1035851.0,8459,0,8459
1324,NV,1707.0,0,503.0,0,665582.0,6596,89652.0,89652.0,967,2326.0,1150423.0,8160,7563,0
1325,NY,25637.0,9,929.0,0,12288512.0,158188,482891.0,482891.0,1784,78235.0,12771403.0,159972,0,0
1326,OH,5067.0,13,1079.0,99,3674174.0,48678,180225.0,169811.0,2234,149351.0,3854399.0,50912,0,50815
1327,OK,1168.0,14,792.0,169,1327532.0,14692,106503.0,106503.0,1195,90845.0,1434035.0,15887,0,15928
1328,OR,620.0,3,190.0,0,742327.0,6073,39316.0,36971.0,381,5870.0,781643.0,6454,0,0
1329,PA,8466.0,9,847.0,0,2119850.0,16806,180943.0,173850.0,1857,144754.0,2300793.0,18663,18487,44427
1330,PR,761.0,3,317.0,0,305972.0,0,28293.0,28293.0,119,25645.0,334265.0,119,0,0
1331,RI,1158.0,6,125.0,24,366796.0,4310,27978.0,27978.0,287,2535.0,961007.0,25384,4597,0
1332,SC,3637.0,22,759.0,63,1421837.0,17773,163214.0,156655.0,961,81703.0,1585051.0,18734,0,18629
1333,SD,315.0,8,295.0,33,196593.0,1408,32611.0,31711.0,806,24528.0,229204.0,2214,2214,5883
